embedding_dim,model_name,pro_sim,knn_sim,sec_sim
256,Node2Vec,0.320142852,0.407434519,0.939880304
256,Node2Vec,0.328530927,0.414943347,0.94128181
256,Node2Vec,0.314345559,0.409652719,0.940399618
256,Node2Vec,0.32553314,0.415689689,0.941549487
256,Node2Vec,0.317413396,0.416148668,0.942293393
256,Node2Vec,0.328420781,0.409628924,0.940204758
256,Node2Vec,0.318157148,0.409611289,0.939566219
256,Node2Vec,0.336947609,0.407251236,0.936231648
256,Node2Vec,0.339604499,0.412194295,0.938465935
256,Node2Vec,0.324941162,0.418962409,0.938318772
256,Node2Vec,0.335663998,0.414602301,0.939711721
256,Node2Vec,0.318784021,0.414165474,0.939106468
256,Node2Vec,0.334807264,0.413011628,0.938535748
256,Node2Vec,0.342721007,0.406574216,0.937322695
256,Node2Vec,0.341812081,0.415416458,0.938220545
256,Node2Vec,0.333209306,0.420841281,0.939082493
256,Node2Vec,0.333640979,0.419544253,0.939823164
256,Node2Vec,0.32201168,0.411841325,0.938287097
256,Node2Vec,0.342304726,0.415006513,0.938977578
256,Node2Vec,0.35438757,0.413394811,0.938801296
256,Node2Vec,0.316579781,0.412028869,0.937967561
256,Node2Vec,0.338703506,0.413957189,0.939411219
256,Node2Vec,0.325631853,0.415432872,0.939516479
256,Node2Vec,0.337961876,0.414971762,0.938820313
256,Node2Vec,0.351101619,0.415568181,0.939775393
256,Node2Vec,0.320868138,0.423133104,0.939947864
256,Node2Vec,0.32089992,0.416511672,0.939953061
256,Node2Vec,0.328201314,0.414184877,0.938434761
256,Node2Vec,0.329758332,0.416658289,0.939186429
256,Node2Vec,0.343216489,0.415371,0.941142496
256,Node2Vec,0.34327494,0.410808735,0.939974456
256,Node2Vec,0.332159414,0.414341804,0.939218664
256,Node2Vec,0.332397536,0.409658031,0.938895104
256,Node2Vec,0.32383616,0.409388911,0.938102234
256,Node2Vec,0.338359266,0.413195244,0.938648696
