embedding_dim,model_name,pro_sim,knn_sim,sec_sim
32,GraphSAGE,0.906400355,0.125217216,0.865155685
32,GraphSAGE,0.287876537,0.072123566,0.579990105
32,GraphSAGE,0.445438914,0.065554461,0.830490663
32,GraphSAGE,0.545755261,0.070443645,0.818663454
32,GraphSAGE,0.576700449,0.070755904,0.824597577
32,GraphSAGE,0.765409325,0.08947829,0.925597548
32,GraphSAGE,0.607780715,0.067842693,0.792626678
32,GraphSAGE,0.558800043,0.066794528,0.837262705
32,GraphSAGE,0.302198799,0.055898427,0.711987635
32,GraphSAGE,0.270576543,0.065698092,0.66775544
32,GraphSAGE,0.231019033,0.060634583,0.70086439
32,GraphSAGE,0.333824475,0.057896288,0.80122347
32,GraphSAGE,0.255961634,0.052974598,0.672515292
32,GraphSAGE,0.409520974,0.062148186,0.700697709
32,GraphSAGE,0.418979916,0.065958838,0.658269644
32,GraphSAGE,0.904815761,0.110306338,0.935170254
32,GraphSAGE,0.577194266,0.068076798,0.876652973
32,GraphSAGE,0.775079618,0.090502283,0.917921169
32,GraphSAGE,0.916744956,0.12837866,0.856731342
32,GraphSAGE,0.290141061,0.076040875,0.608993984
32,GraphSAGE,0.72782245,0.093048991,0.934695367
32,GraphSAGE,0.868423777,0.113933646,0.929031375
32,GraphSAGE,0.842042548,0.092072159,0.851983266
32,GraphSAGE,0.292225674,0.064380697,0.62385082
32,GraphSAGE,0.790628457,0.081276211,0.865416668
32,GraphSAGE,0.552283,0.061668406,0.814263604
32,GraphSAGE,0.230908111,0.049125297,0.677562941
32,GraphSAGE,0.749848924,0.083237117,0.878341512
32,GraphSAGE,0.265419709,0.054823,0.607045728
32,GraphSAGE,0.294677727,0.070294529,0.570071713
64,GraphSAGE,0.856566146,0.115222901,0.87385713
64,GraphSAGE,0.44999881,0.084429148,0.736847261
64,GraphSAGE,0.504620004,0.10239412,0.818433731
64,GraphSAGE,0.705166466,0.117610138,0.869187258
64,GraphSAGE,0.421765675,0.084184579,0.689030024
64,GraphSAGE,0.580413992,0.089852107,0.893857138
64,GraphSAGE,0.581186805,0.095876818,0.799588259
64,GraphSAGE,0.60688039,0.098060923,0.83303068
64,GraphSAGE,0.598066547,0.10012069,0.844778174
64,GraphSAGE,0.581922882,0.101313451,0.777028802
64,GraphSAGE,0.582121358,0.11086738,0.77399274
64,GraphSAGE,0.72840399,0.111956309,0.789548226
64,GraphSAGE,0.579418303,0.101684643,0.695104614
64,GraphSAGE,0.43840807,0.074589272,0.798381256
64,GraphSAGE,0.70918087,0.115848477,0.82387114
64,GraphSAGE,0.646203868,0.103089113,0.739506658
64,GraphSAGE,0.739373539,0.117180809,0.879252372
64,GraphSAGE,0.907540037,0.135184363,0.902429314
64,GraphSAGE,0.749185924,0.099641839,0.771817827
64,GraphSAGE,0.923577382,0.132952995,0.892597156
64,GraphSAGE,0.462258833,0.069356653,0.796887334
64,GraphSAGE,0.907582077,0.121295051,0.930522663
64,GraphSAGE,0.836130418,0.11690969,0.809024739
64,GraphSAGE,0.908314863,0.126151616,0.851965063
64,GraphSAGE,0.847902511,0.131632531,0.860680669
64,GraphSAGE,0.85397009,0.135011085,0.835013729
64,GraphSAGE,0.487406953,0.085935297,0.874756933
64,GraphSAGE,0.914445007,0.13795784,0.909361946
64,GraphSAGE,0.908569239,0.135298416,0.900766843
64,GraphSAGE,0.898163748,0.138246346,0.855890462
64,GraphSAGE,0.699008808,0.104095069,0.732594469
64,GraphSAGE,0.556766737,0.096582438,0.889720151
64,GraphSAGE,0.870939363,0.123984089,0.821058939
64,GraphSAGE,0.90912798,0.126785989,0.895735786
64,GraphSAGE,0.84835597,0.125890449,0.843594345
64,GraphSAGE,0.45312729,0.07825334,0.798413115
64,GraphSAGE,0.89350192,0.133201685,0.857265889
64,GraphSAGE,0.795946749,0.111049067,0.752712741
64,GraphSAGE,0.893949856,0.134855896,0.786358141
64,GraphSAGE,0.495894475,0.083978401,0.828985374
64,GraphSAGE,0.488585661,0.081986972,0.859782065
64,GraphSAGE,0.466540602,0.076937293,0.802114209
64,GraphSAGE,0.917363016,0.1265473,0.853018525
64,GraphSAGE,0.942147332,0.141829128,0.883095649
64,GraphSAGE,0.888414411,0.132522519,0.826839235
128,GraphSAGE,0.670050481,0.113590514,0.773765757
128,GraphSAGE,0.367800075,0.102007066,0.796222992
128,GraphSAGE,0.324857787,0.093260436,0.703059167
128,GraphSAGE,0.304677083,0.091291927,0.693771453
128,GraphSAGE,0.81630282,0.12660072,0.842638736
128,GraphSAGE,0.728133513,0.112081989,0.818083524
128,GraphSAGE,0.283970504,0.088302186,0.590172142
128,GraphSAGE,0.353055233,0.098047003,0.750329331
128,GraphSAGE,0.35830918,0.098183747,0.740791579
128,GraphSAGE,0.366494983,0.107636072,0.68341276
128,GraphSAGE,0.410780644,0.102052992,0.681535038
128,GraphSAGE,0.260945887,0.091607772,0.614388333
128,GraphSAGE,0.826625975,0.130718622,0.861270135
128,GraphSAGE,0.83743302,0.127388724,0.870547896
128,GraphSAGE,0.564285373,0.107316003,0.733429895
128,GraphSAGE,0.314324683,0.094594009,0.630669553
128,GraphSAGE,0.382601335,0.101282615,0.667598191
128,GraphSAGE,0.905339983,0.148976518,0.887821396
128,GraphSAGE,0.895310238,0.14154334,0.895488429
128,GraphSAGE,0.52887056,0.107432272,0.759213828
128,GraphSAGE,0.495462856,0.112370606,0.769294069
128,GraphSAGE,0.720869981,0.131251147,0.758762249
128,GraphSAGE,0.947903635,0.164643935,0.933984906
128,GraphSAGE,0.928902439,0.155803271,0.919652787
128,GraphSAGE,0.895005574,0.146320324,0.906341333
128,GraphSAGE,0.480943172,0.097535132,0.717762177
128,GraphSAGE,0.504259163,0.113375099,0.75260512
128,GraphSAGE,0.819140391,0.126269483,0.80641066
128,GraphSAGE,0.907445355,0.151064858,0.880208272
128,GraphSAGE,0.939383959,0.152250432,0.903075221
128,GraphSAGE,0.382427547,0.090856154,0.67354908
128,GraphSAGE,0.399850504,0.09901662,0.703982048
128,GraphSAGE,0.673560291,0.124004485,0.758847732
128,GraphSAGE,0.932030905,0.155389286,0.924985866
128,GraphSAGE,0.897419092,0.147264025,0.899200212
128,GraphSAGE,0.881295304,0.127461947,0.911614802
128,GraphSAGE,0.490549865,0.093821669,0.674571654
128,GraphSAGE,0.47170559,0.097342064,0.710205712
128,GraphSAGE,0.504328588,0.105270043,0.743627667
128,GraphSAGE,0.591670451,0.10790611,0.735079549
128,GraphSAGE,0.442464972,0.101144889,0.718686782
128,GraphSAGE,0.490856742,0.104754637,0.764178838
128,GraphSAGE,0.691333549,0.118802293,0.730869737
128,GraphSAGE,0.754721246,0.118484871,0.761707534
128,GraphSAGE,0.936075316,0.157593286,0.899947796
256,GraphSAGE,0.791912326,0.138497133,0.813332647
256,GraphSAGE,0.37895001,0.114457769,0.731225831
256,GraphSAGE,0.311765405,0.094702228,0.67008332
256,GraphSAGE,0.753686257,0.126986116,0.857483099
256,GraphSAGE,0.810192804,0.138578989,0.741963211
256,GraphSAGE,0.851278527,0.137660043,0.816681922
256,GraphSAGE,0.829415269,0.13241503,0.804315543
256,GraphSAGE,0.808211253,0.140537711,0.811239929
256,GraphSAGE,0.838274664,0.133319141,0.825749836
256,GraphSAGE,0.432769296,0.120809437,0.800345379
256,GraphSAGE,0.38204925,0.102325559,0.748117876
256,GraphSAGE,0.75793595,0.132564311,0.879303806
256,GraphSAGE,0.704160786,0.130372267,0.716296171
256,GraphSAGE,0.907764035,0.156883169,0.909250175
256,GraphSAGE,0.685281168,0.128562941,0.757419378
256,GraphSAGE,0.890701571,0.154113814,0.887810263
256,GraphSAGE,0.891929825,0.15142255,0.869882343
256,GraphSAGE,0.906370055,0.150018359,0.940724935
256,GraphSAGE,0.684356029,0.134049231,0.846258159
256,GraphSAGE,0.355290572,0.111503528,0.736080441
256,GraphSAGE,0.4479873,0.11861802,0.811951779
256,GraphSAGE,0.405795794,0.113995614,0.761215259
256,GraphSAGE,0.515231342,0.126109785,0.829114034
256,GraphSAGE,0.495258942,0.127033869,0.830871458
256,GraphSAGE,0.607022254,0.118132801,0.811217323
256,GraphSAGE,0.330537465,0.102800727,0.701967385
256,GraphSAGE,0.389354019,0.100210546,0.761921254
256,GraphSAGE,0.361072848,0.101197234,0.72719654
256,GraphSAGE,0.478901685,0.11833549,0.794622823
256,GraphSAGE,0.464587998,0.121269777,0.800968254
256,GraphSAGE,0.729804817,0.123357778,0.783238113
256,GraphSAGE,0.815106534,0.141197885,0.884383276
256,GraphSAGE,0.785575104,0.127584913,0.850659378
256,GraphSAGE,0.848055506,0.154652698,0.89888759
256,GraphSAGE,0.820778352,0.151948727,0.908296035
256,GraphSAGE,0.790961988,0.143328198,0.733920466
256,GraphSAGE,0.905794782,0.157803898,0.887617546
256,GraphSAGE,0.810592828,0.142572429,0.800565274
256,GraphSAGE,0.820099867,0.133744325,0.778451965
256,GraphSAGE,0.79224003,0.135000544,0.780909572
256,GraphSAGE,0.896054505,0.156155248,0.887577193
256,GraphSAGE,0.886256837,0.146702008,0.875334422
256,GraphSAGE,0.794094204,0.14344408,0.82453626
256,GraphSAGE,0.818608159,0.135357194,0.838216594
256,GraphSAGE,0.939683778,0.172570344,0.940022088
8,Node2Vec,0.54904067,0.31955214,0.951860991
8,Node2Vec,0.575664956,0.326299266,0.951587311
8,Node2Vec,0.579664295,0.328414318,0.955785757
8,Node2Vec,0.534864968,0.318270187,0.947023564
8,Node2Vec,0.544562753,0.32062633,0.945414802
8,Node2Vec,0.539673217,0.327248044,0.949311277
8,Node2Vec,0.587358314,0.328500937,0.953186534
8,Node2Vec,0.541601192,0.329755822,0.950714552
8,Node2Vec,0.526656874,0.321482647,0.950204293
8,Node2Vec,0.559979562,0.329666398,0.95238148
8,Node2Vec,0.557165677,0.331813078,0.952525397
8,Node2Vec,0.541181607,0.329378103,0.95126464
8,Node2Vec,0.531573664,0.316806242,0.947218809
8,Node2Vec,0.549466102,0.337394174,0.947572944
8,Node2Vec,0.587155035,0.332528009,0.952394946
8,Node2Vec,0.554763851,0.335853028,0.952927857
8,Node2Vec,0.571323219,0.341337474,0.956263363
8,Node2Vec,0.610087629,0.345815608,0.957719843
8,Node2Vec,0.556980818,0.331992873,0.949552274
8,Node2Vec,0.585114527,0.328177984,0.95138491
8,Node2Vec,0.55096982,0.335664455,0.948524587
8,Node2Vec,0.568833122,0.326374088,0.953581202
8,Node2Vec,0.588027313,0.339462694,0.955251696
8,Node2Vec,0.547716318,0.337402174,0.955516699
8,Node2Vec,0.594059627,0.335337321,0.952487614
8,Node2Vec,0.585380743,0.329131949,0.952386195
8,Node2Vec,0.589640355,0.338298917,0.951630754
8,Node2Vec,0.567717163,0.336353663,0.955417357
8,Node2Vec,0.587308525,0.342447079,0.954903708
8,Node2Vec,0.595575602,0.338173268,0.957820714
8,Node2Vec,0.557913132,0.321782677,0.944551857
8,Node2Vec,0.547937783,0.33474356,0.946975482
8,Node2Vec,0.601301318,0.334223051,0.950833088
8,Node2Vec,0.558789208,0.327757692,0.947569498
8,Node2Vec,0.529945976,0.32607465,0.951230391
8,Node2Vec,0.557249093,0.333842443,0.948074854
8,Node2Vec,0.561326322,0.321401086,0.946977221
8,Node2Vec,0.55997101,0.33840846,0.95004057
8,Node2Vec,0.536440086,0.320009538,0.947566946
8,Node2Vec,0.52079531,0.331140446,0.949760655
8,Node2Vec,0.537471796,0.347329214,0.949891224
8,Node2Vec,0.533422873,0.335027573,0.949634012
8,Node2Vec,0.553297047,0.332243218,0.95200518
8,Node2Vec,0.598502006,0.333444609,0.955329818
8,Node2Vec,0.537516472,0.329585377,0.95116624
16,Node2Vec,0.520474578,0.392440263,0.94971481
16,Node2Vec,0.505797688,0.386756236,0.951704993
16,Node2Vec,0.47994762,0.394032805,0.95020037
16,Node2Vec,0.512385314,0.382682445,0.950372846
16,Node2Vec,0.50754222,0.395542326,0.952367494
16,Node2Vec,0.517873092,0.392934916,0.952860499
16,Node2Vec,0.525403528,0.386278934,0.951005406
16,Node2Vec,0.518156302,0.391125705,0.95255339
16,Node2Vec,0.501071826,0.383421875,0.950777987
16,Node2Vec,0.51796427,0.385223287,0.951796052
16,Node2Vec,0.518510785,0.390880964,0.950611412
16,Node2Vec,0.502321346,0.371665855,0.948749961
16,Node2Vec,0.501501964,0.389507688,0.951485721
16,Node2Vec,0.520859639,0.395038853,0.95359838
16,Node2Vec,0.515484413,0.385198242,0.949449106
16,Node2Vec,0.509336335,0.39037855,0.952779927
16,Node2Vec,0.501380162,0.385011488,0.950822773
16,Node2Vec,0.49451607,0.388383989,0.951638205
16,Node2Vec,0.495450936,0.372676771,0.950323163
16,Node2Vec,0.52466431,0.388932709,0.952598129
16,Node2Vec,0.52313285,0.387843683,0.953755435
16,Node2Vec,0.504295706,0.389982351,0.950487592
16,Node2Vec,0.503003523,0.388955722,0.952025596
16,Node2Vec,0.506267525,0.384703942,0.951990945
16,Node2Vec,0.505825286,0.381108814,0.949318651
16,Node2Vec,0.521394496,0.389710377,0.952813262
16,Node2Vec,0.512409301,0.397394496,0.95532057
16,Node2Vec,0.517209438,0.389271394,0.951691958
16,Node2Vec,0.499478908,0.394637471,0.95310869
16,Node2Vec,0.499648827,0.381093267,0.950081719
16,Node2Vec,0.517288872,0.377942286,0.951407018
16,Node2Vec,0.512401199,0.384992506,0.952176452
16,Node2Vec,0.510057849,0.377572097,0.950190763
16,Node2Vec,0.515284545,0.381587996,0.95194312
16,Node2Vec,0.510390435,0.371194814,0.949506538
16,Node2Vec,0.557275002,0.399664193,0.954605122
16,Node2Vec,0.515711747,0.384059671,0.952107066
16,Node2Vec,0.52505844,0.39025851,0.954224323
16,Node2Vec,0.512159133,0.384674194,0.953028432
16,Node2Vec,0.528037173,0.387181656,0.952697958
16,Node2Vec,0.534968857,0.399804386,0.955502174
16,Node2Vec,0.501863032,0.384657679,0.953927715
16,Node2Vec,0.524002484,0.388400331,0.950658935
16,Node2Vec,0.544245708,0.384621104,0.951771937
16,Node2Vec,0.541505974,0.388291838,0.952092952
32,Node2Vec,0.482467926,0.419103579,0.951326365
32,Node2Vec,0.487151478,0.416612622,0.951973532
32,Node2Vec,0.473570012,0.413757111,0.950876415
32,Node2Vec,0.480788767,0.41212905,0.949925767
32,Node2Vec,0.479941982,0.410396119,0.950712479
32,Node2Vec,0.480381735,0.419762996,0.951165112
32,Node2Vec,0.485430093,0.412448348,0.952062123
32,Node2Vec,0.481743595,0.411071912,0.951143547
32,Node2Vec,0.471969439,0.412437305,0.951481666
32,Node2Vec,0.477884507,0.425785737,0.95166439
32,Node2Vec,0.476633881,0.422389305,0.949607132
32,Node2Vec,0.474658514,0.420219363,0.949149486
32,Node2Vec,0.477605525,0.422188729,0.95007992
32,Node2Vec,0.480736959,0.426546784,0.951607758
32,Node2Vec,0.476314294,0.417445473,0.949798234
32,Node2Vec,0.476727496,0.418188896,0.949940398
32,Node2Vec,0.4728555,0.421637718,0.949490071
32,Node2Vec,0.48060003,0.420422885,0.95162737
32,Node2Vec,0.479154962,0.420411677,0.950786523
32,Node2Vec,0.476954905,0.419407864,0.95119633
32,Node2Vec,0.480437554,0.425491849,0.952997099
32,Node2Vec,0.480380724,0.417910929,0.953149582
32,Node2Vec,0.481990159,0.422547485,0.951388891
32,Node2Vec,0.473332076,0.421623928,0.95163399
32,Node2Vec,0.47352369,0.418836634,0.950076896
32,Node2Vec,0.473398586,0.416383528,0.949208963
32,Node2Vec,0.479092345,0.421167046,0.950896777
32,Node2Vec,0.484336218,0.418309951,0.94944165
32,Node2Vec,0.481917795,0.417674709,0.950174043
32,Node2Vec,0.480091617,0.419470013,0.950657079
32,Node2Vec,0.481464503,0.414491031,0.950625603
32,Node2Vec,0.478503414,0.421838722,0.950104402
32,Node2Vec,0.473446468,0.415170936,0.949927889
32,Node2Vec,0.48420724,0.414739307,0.950337261
32,Node2Vec,0.477419264,0.420356386,0.950204006
32,Node2Vec,0.476782357,0.423521414,0.950503838
32,Node2Vec,0.479711973,0.417473594,0.950717272
32,Node2Vec,0.481668665,0.414552666,0.949725938
32,Node2Vec,0.475407346,0.415516269,0.950117082
32,Node2Vec,0.477547567,0.415909096,0.951279545
32,Node2Vec,0.479635076,0.417928091,0.950435908
32,Node2Vec,0.480118475,0.419880727,0.951548098
32,Node2Vec,0.480753893,0.414359947,0.949936262
32,Node2Vec,0.478796041,0.418627134,0.950676572
32,Node2Vec,0.473336221,0.417935974,0.950657581
64,Node2Vec,0.412501806,0.43346861,0.951004755
64,Node2Vec,0.416129311,0.431099681,0.951967112
64,Node2Vec,0.414015674,0.43380826,0.951284639
64,Node2Vec,0.415759418,0.433303747,0.95117588
64,Node2Vec,0.413684371,0.433183146,0.950768848
64,Node2Vec,0.411091892,0.431031049,0.950483648
64,Node2Vec,0.41317853,0.431347233,0.95230652
64,Node2Vec,0.410794232,0.434576536,0.95056353
64,Node2Vec,0.408280497,0.431744992,0.951428985
64,Node2Vec,0.411383265,0.434563486,0.951380237
64,Node2Vec,0.413272551,0.428444107,0.951320319
64,Node2Vec,0.415058672,0.431807494,0.951595492
64,Node2Vec,0.410868323,0.431133,0.951754367
64,Node2Vec,0.40980559,0.429240703,0.951014472
64,Node2Vec,0.415290851,0.431121534,0.952234914
64,Node2Vec,0.41252729,0.431620743,0.951798351
64,Node2Vec,0.408582906,0.431984994,0.951608148
64,Node2Vec,0.411147097,0.431319429,0.9518009
64,Node2Vec,0.417288985,0.436338154,0.952440326
64,Node2Vec,0.417694409,0.435173186,0.953215805
64,Node2Vec,0.410522103,0.431164808,0.952965762
64,Node2Vec,0.421157634,0.426037881,0.95342131
64,Node2Vec,0.416636066,0.427293722,0.953011361
64,Node2Vec,0.414713164,0.425638425,0.952133271
64,Node2Vec,0.416455699,0.436358812,0.952816019
64,Node2Vec,0.415943138,0.427027902,0.951507312
64,Node2Vec,0.413374011,0.435121386,0.951946401
64,Node2Vec,0.413975344,0.428831851,0.951644138
64,Node2Vec,0.412603074,0.428825634,0.951192632
64,Node2Vec,0.410922961,0.429919394,0.952042031
64,Node2Vec,0.416164955,0.438210325,0.952545905
64,Node2Vec,0.413469432,0.436750536,0.952548667
64,Node2Vec,0.416826219,0.432596685,0.952634112
64,Node2Vec,0.41808545,0.435552944,0.952767623
64,Node2Vec,0.414245922,0.438354834,0.953551207
64,Node2Vec,0.410447463,0.431136611,0.951324798
64,Node2Vec,0.416805431,0.434996214,0.952912551
64,Node2Vec,0.417212818,0.431261759,0.952575284
64,Node2Vec,0.414576258,0.430722529,0.952343453
64,Node2Vec,0.414626124,0.433326915,0.952953304
64,Node2Vec,0.411714726,0.429444914,0.950768163
64,Node2Vec,0.415316838,0.43603211,0.952915762
64,Node2Vec,0.419094307,0.431065157,0.953405954
64,Node2Vec,0.4127003,0.430722423,0.952597961
64,Node2Vec,0.413382795,0.430571285,0.951833149
128,Node2Vec,0.357922416,0.435745971,0.952776935
128,Node2Vec,0.352602251,0.436348488,0.952334548
128,Node2Vec,0.35158671,0.439925452,0.952325149
128,Node2Vec,0.354972979,0.438639377,0.952654118
128,Node2Vec,0.352481969,0.436521334,0.953217667
128,Node2Vec,0.353517566,0.440471898,0.954301859
128,Node2Vec,0.350017981,0.437671656,0.953072354
128,Node2Vec,0.348670481,0.438591546,0.952237028
128,Node2Vec,0.355163611,0.443268752,0.952632393
128,Node2Vec,0.348838391,0.437814274,0.951785565
128,Node2Vec,0.350272892,0.432653809,0.952430058
128,Node2Vec,0.35433398,0.434080232,0.951306168
128,Node2Vec,0.354587371,0.435840822,0.952732267
128,Node2Vec,0.349361997,0.444503469,0.953670552
128,Node2Vec,0.353063191,0.429680241,0.952965377
128,Node2Vec,0.351492799,0.433526323,0.95145191
128,Node2Vec,0.356323356,0.439290103,0.952824962
128,Node2Vec,0.34261191,0.432643331,0.951967445
128,Node2Vec,0.346811972,0.435240985,0.950934697
128,Node2Vec,0.3515425,0.440669182,0.953092824
128,Node2Vec,0.35636914,0.439519616,0.953829593
128,Node2Vec,0.352735465,0.438574321,0.953620774
128,Node2Vec,0.351966574,0.432559621,0.9525238
128,Node2Vec,0.357695029,0.447442392,0.952927116
128,Node2Vec,0.350731837,0.436183704,0.951924863
128,Node2Vec,0.347398085,0.433211456,0.952046615
128,Node2Vec,0.354394902,0.437527465,0.954013632
128,Node2Vec,0.34876152,0.435375756,0.95287972
128,Node2Vec,0.350288342,0.438818267,0.952617775
128,Node2Vec,0.352126265,0.438574099,0.952327153
128,Node2Vec,0.361082954,0.439292617,0.952965657
128,Node2Vec,0.351925399,0.434640406,0.952004558
128,Node2Vec,0.348791695,0.430282295,0.952496973
128,Node2Vec,0.352186641,0.436324417,0.951469747
128,Node2Vec,0.352129439,0.433684021,0.951117667
128,Node2Vec,0.348433455,0.431299142,0.952461242
128,Node2Vec,0.351517221,0.434631123,0.952529139
128,Node2Vec,0.351125464,0.43677002,0.952204821
128,Node2Vec,0.351169063,0.440622177,0.952568388
128,Node2Vec,0.357972907,0.441134728,0.95454373
128,Node2Vec,0.350931331,0.436528083,0.953766489
128,Node2Vec,0.357006682,0.440724907,0.953309334
128,Node2Vec,0.350706909,0.434496365,0.952710839
128,Node2Vec,0.355650355,0.435563966,0.952555576
128,Node2Vec,0.353249562,0.434187148,0.951570411
256,Node2Vec,0.324242837,0.416380603,0.942465641
256,Node2Vec,0.334132072,0.414640446,0.939044445
256,Node2Vec,0.338738317,0.417477744,0.939545267
256,Node2Vec,0.332021486,0.418196274,0.940973171
256,Node2Vec,0.333462674,0.416376958,0.940847907
256,Node2Vec,0.326201522,0.416166215,0.940133436
256,Node2Vec,0.31727345,0.418851984,0.940755861
256,Node2Vec,0.332720328,0.411861757,0.939680613
256,Node2Vec,0.331351449,0.409251859,0.939330814
256,Node2Vec,0.32807502,0.410582615,0.941066293
