model_name,embedding_dim,num_node,pro_sim,knn_sim,sec_sim
GraphSAGE,128,4000,0.94830241,0.629836552,0.999361955
GraphSAGE,128,4000,0.937522869,0.594513359,0.998903586
GraphSAGE,128,8000,0.910307334,0.515302417,0.998795275
GraphSAGE,128,8000,0.916637687,0.500105537,0.998643877
GraphSAGE,128,8000,0.846898811,0.489377036,0.998172049
GraphSAGE,128,8000,0.878691128,0.495432483,0.998527462
GraphSAGE,128,8000,0.937207542,0.512249457,0.998817876
GraphSAGE,128,8000,0.921012037,0.529231656,0.99871845
GraphSAGE,128,8000,0.93834968,0.54288671,0.999100977
GraphSAGE,128,8000,0.912507535,0.532328004,0.999048835
GraphSAGE,128,8000,0.948249731,0.59502394,0.999515849
GraphSAGE,128,8000,0.936641699,0.559764083,0.999173383
GraphSAGE,128,16000,0.910373044,0.486305751,0.999152333
GraphSAGE,128,16000,0.916725224,0.470758452,0.999024416
GraphSAGE,128,16000,0.847306317,0.461998104,0.998690833
GraphSAGE,128,16000,0.879269004,0.469310209,0.998963763
GraphSAGE,128,16000,0.937131564,0.481228753,0.999163461
GraphSAGE,128,16000,0.921082087,0.499442809,0.999073128
GraphSAGE,128,16000,0.938377015,0.514447135,0.999346626
GraphSAGE,128,16000,0.912543508,0.506365692,0.999330289
GraphSAGE,128,16000,0.948205351,0.568145012,0.999658185
GraphSAGE,128,16000,0.936959448,0.532216545,0.999396473
GraphSAGE,256,1000,0.891421973,0.633460297,0.99533156
GraphSAGE,256,1000,0.8800469,0.632685977,0.994470691
GraphSAGE,256,1000,0.886940229,0.630879693,0.99513524
GraphSAGE,256,1000,0.874641196,0.619605899,0.994814008
GraphSAGE,256,1000,0.888415001,0.63387233,0.994895163
GraphSAGE,256,1000,0.897790013,0.644236743,0.99590895
GraphSAGE,256,1000,0.91302343,0.666409484,0.996668886
GraphSAGE,256,1000,0.882819457,0.628115184,0.994775959
GraphSAGE,256,1000,0.883087087,0.640936841,0.995085857
GraphSAGE,256,1000,0.881066857,0.629379719,0.99537809
GraphSAGE,256,2000,0.890349784,0.611936477,0.996964074
GraphSAGE,256,2000,0.879311978,0.60871515,0.996457951
GraphSAGE,256,2000,0.887466623,0.612149337,0.996826299
GraphSAGE,256,2000,0.875484002,0.603443835,0.996691056
GraphSAGE,256,2000,0.887479472,0.615935005,0.996683422
GraphSAGE,256,2000,0.897286304,0.619524245,0.997176553
GraphSAGE,256,2000,0.912510554,0.63848255,0.997789312
GraphSAGE,256,2000,0.88297319,0.609418521,0.996551705
GraphSAGE,256,2000,0.883406909,0.617383124,0.99679283
GraphSAGE,256,2000,0.881382948,0.607778986,0.996889847
GraphSAGE,256,4000,0.888467683,0.590955114,0.997853782
GraphSAGE,256,4000,0.877544016,0.583267939,0.997516182
GraphSAGE,256,4000,0.886380987,0.586970804,0.997782375
GraphSAGE,256,4000,0.874561147,0.574604912,0.997636566
GraphSAGE,256,4000,0.886892826,0.592552681,0.997707249
GraphSAGE,256,4000,0.896737926,0.598096223,0.998021055
GraphSAGE,256,4000,0.912151002,0.611421172,0.998392136
GraphSAGE,256,4000,0.883095478,0.586926104,0.99757057
GraphSAGE,256,4000,0.883308738,0.590519184,0.997677151
GraphSAGE,256,4000,0.882375592,0.57527645,0.997688929
GraphSAGE,256,8000,0.886715284,0.559828558,0.998197086
GraphSAGE,256,8000,0.876044527,0.556965124,0.998029378
GraphSAGE,256,8000,0.884772443,0.558654159,0.998243962
GraphSAGE,256,8000,0.872944149,0.54260569,0.997982536
GraphSAGE,256,8000,0.88501081,0.561076773,0.998206988
GraphSAGE,256,8000,0.89592079,0.566645371,0.998419932
GraphSAGE,256,8000,0.910638406,0.578533285,0.998698552
GraphSAGE,256,8000,0.881327193,0.556910105,0.998075995
GraphSAGE,256,8000,0.881769467,0.558514743,0.9981332
GraphSAGE,256,8000,0.881155061,0.544305803,0.998116474
GraphSAGE,256,16000,0.887182056,0.540524683,0.998692286
GraphSAGE,256,16000,0.875949195,0.538581912,0.998557926
GraphSAGE,256,16000,0.885008549,0.540545268,0.998709571
GraphSAGE,256,16000,0.873593793,0.521437689,0.998541978
GraphSAGE,256,16000,0.885467143,0.54068974,0.998685496
GraphSAGE,256,16000,0.896573283,0.548074987,0.998839969
GraphSAGE,256,16000,0.91076054,0.550353045,0.99902332
GraphSAGE,256,16000,0.881723931,0.537255379,0.998587934
GraphSAGE,256,16000,0.882395214,0.533027305,0.998618988
GraphSAGE,256,16000,0.881969724,0.522453967,0.99862319
Node2Vec,8,1000,0.669922412,0.34771183,0.952982298
Node2Vec,8,1000,0.653818518,0.35083969,0.956407201
Node2Vec,8,1000,0.737440555,0.34174335,0.961152258
Node2Vec,8,1000,0.659080059,0.34592137,0.954324897
Node2Vec,8,1000,0.688039878,0.351598822,0.955953073
Node2Vec,8,1000,0.72904833,0.356136749,0.958146151
Node2Vec,8,1000,0.668203567,0.352525403,0.955000962
Node2Vec,8,1000,0.711130361,0.347682771,0.957228422
Node2Vec,8,1000,0.662190247,0.348583016,0.95604274
Node2Vec,8,1000,0.701570143,0.351975328,0.958581471
Node2Vec,8,2000,0.672217055,0.273161438,0.960747947
Node2Vec,8,2000,0.658517374,0.272874286,0.9626667
Node2Vec,8,2000,0.729214696,0.26653124,0.966825117
Node2Vec,8,2000,0.663641462,0.273540322,0.963229782
Node2Vec,8,2000,0.687658301,0.273318988,0.964260541
Node2Vec,8,2000,0.721450944,0.277907484,0.967847979
Node2Vec,8,2000,0.677484583,0.272359046,0.965881995
Node2Vec,8,2000,0.705989045,0.264552382,0.966140326
Node2Vec,8,2000,0.666715976,0.271022158,0.965044893
Node2Vec,8,2000,0.702248982,0.272836216,0.967706154
Node2Vec,8,4000,0.671161772,0.206273841,0.966929457
Node2Vec,8,4000,0.654207269,0.210076572,0.96952112
Node2Vec,8,4000,0.7296241,0.209706636,0.970412161
Node2Vec,8,4000,0.647956621,0.20652984,0.968731291
Node2Vec,8,4000,0.678877686,0.207587459,0.970626828
Node2Vec,8,4000,0.718052992,0.213654737,0.972199577
Node2Vec,8,4000,0.674938225,0.209136916,0.971596789
Node2Vec,8,4000,0.707462711,0.208835188,0.972250409
Node2Vec,8,4000,0.658756215,0.210147174,0.971092612
Node2Vec,8,4000,0.695239784,0.210595262,0.972650238
Node2Vec,8,8000,0.662784586,0.150594341,0.968761364
Node2Vec,8,8000,0.649480094,0.151497753,0.971018822
Node2Vec,8,8000,0.726063317,0.151140197,0.971649232
Node2Vec,8,8000,0.643555781,0.151405057,0.969870995
Node2Vec,8,8000,0.677177267,0.151705962,0.97280934
Node2Vec,8,8000,0.7144143,0.155182255,0.973038706
Node2Vec,8,8000,0.670651673,0.152786014,0.971834415
Node2Vec,8,8000,0.702919486,0.152625668,0.973960301
Node2Vec,8,8000,0.654268898,0.151247475,0.972308337
Node2Vec,8,8000,0.688537096,0.152361984,0.973051022
Node2Vec,8,16000,0.661892918,0.108887452,0.972551657
Node2Vec,8,16000,0.6503175,0.108696023,0.974092615
Node2Vec,8,16000,0.728889376,0.10946473,0.974095161
Node2Vec,8,16000,0.647479928,0.108937865,0.972853903
Node2Vec,8,16000,0.677922227,0.109542466,0.97513295
Node2Vec,8,16000,0.717361599,0.113661038,0.976172607
Node2Vec,8,16000,0.671210904,0.109727731,0.975273337
Node2Vec,8,16000,0.704230448,0.110223757,0.975940622
Node2Vec,8,16000,0.656134774,0.109290978,0.974540452
Node2Vec,8,16000,0.691523171,0.109478357,0.97528679
Node2Vec,16,1000,0.663773031,0.415126322,0.951172298
Node2Vec,16,1000,0.653128701,0.415519698,0.954581556
Node2Vec,16,1000,0.669477788,0.421635117,0.955848995
Node2Vec,16,1000,0.657081664,0.418530431,0.954784007
Node2Vec,16,1000,0.633759187,0.419147187,0.947838586
Node2Vec,16,1000,0.666006243,0.416534896,0.953289815
Node2Vec,16,1000,0.649629818,0.415851071,0.951548477
Node2Vec,16,1000,0.66742257,0.418639637,0.953482925
Node2Vec,16,1000,0.657416851,0.411995591,0.950144222
Node2Vec,16,1000,0.664315167,0.425722317,0.957349374
Node2Vec,16,2000,0.661177494,0.343604528,0.962166469
Node2Vec,16,2000,0.652219253,0.341682851,0.963988593
Node2Vec,16,2000,0.667210058,0.343062359,0.964586565
Node2Vec,16,2000,0.65538233,0.338745388,0.963801855
Node2Vec,16,2000,0.630734179,0.345529726,0.961890901
Node2Vec,16,2000,0.660098138,0.346630104,0.96375838
Node2Vec,16,2000,0.642857744,0.342136777,0.963019345
Node2Vec,16,2000,0.666798229,0.341236946,0.963981546
Node2Vec,16,2000,0.659844523,0.337620962,0.962281822
Node2Vec,16,2000,0.65688638,0.345646195,0.966699911
Node2Vec,16,4000,0.658934984,0.268332232,0.968673868
Node2Vec,16,4000,0.65224709,0.266862044,0.969662228
Node2Vec,16,4000,0.667003313,0.269930041,0.970208598
Node2Vec,16,4000,0.650586021,0.26456205,0.969569165
Node2Vec,16,4000,0.628526809,0.270446772,0.968211434
Node2Vec,16,4000,0.658124786,0.27197616,0.970166882
Node2Vec,16,4000,0.640719305,0.267399236,0.968994032
Node2Vec,16,4000,0.66197578,0.272440788,0.969870878
Node2Vec,16,4000,0.656468615,0.267648905,0.968341979
Node2Vec,16,4000,0.646612361,0.270397728,0.970973427
Node2Vec,16,8000,0.654763689,0.203960319,0.969137607
Node2Vec,16,8000,0.644057311,0.20299025,0.969827243
Node2Vec,16,8000,0.662693607,0.205117613,0.970570314
Node2Vec,16,8000,0.645254644,0.202461637,0.970382166
Node2Vec,16,8000,0.621849523,0.205265987,0.970241244
Node2Vec,16,8000,0.65299297,0.206952551,0.971826612
Node2Vec,16,8000,0.638612038,0.20260418,0.970994912
Node2Vec,16,8000,0.655397838,0.206528995,0.969888867
Node2Vec,16,8000,0.647031374,0.202078918,0.969223295
Node2Vec,16,8000,0.642511163,0.204937739,0.972492895
Node2Vec,16,16000,0.656787269,0.153020294,0.972290198
Node2Vec,16,16000,0.646684266,0.153310678,0.97302822
Node2Vec,16,16000,0.665369431,0.153798013,0.973071343
Node2Vec,16,16000,0.646860524,0.152035263,0.973515923
Node2Vec,16,16000,0.623295143,0.154192514,0.972837454
Node2Vec,16,16000,0.653405927,0.156664687,0.973588218
Node2Vec,16,16000,0.639939041,0.154962943,0.973994115
Node2Vec,16,16000,0.660555068,0.156064056,0.973638528
Node2Vec,16,16000,0.649356576,0.153934691,0.973213661
Node2Vec,16,16000,0.644749744,0.156522027,0.975301673
Node2Vec,32,1000,0.577359895,0.438761233,0.941029286
Node2Vec,32,1000,0.581331199,0.4373926,0.944544403
Node2Vec,32,1000,0.575968047,0.438056375,0.946273594
Node2Vec,32,1000,0.575812782,0.437906508,0.943906459
Node2Vec,32,1000,0.580293449,0.442185366,0.943476663
Node2Vec,32,1000,0.576062803,0.434935978,0.944865422
Node2Vec,32,1000,0.579532937,0.433838278,0.942959647
Node2Vec,32,1000,0.583168991,0.437318423,0.944560432
Node2Vec,32,1000,0.578482721,0.438127354,0.940940419
Node2Vec,32,1000,0.575342107,0.435496615,0.945069941
Node2Vec,32,2000,0.577496643,0.364957173,0.954502248
Node2Vec,32,2000,0.57962974,0.367475363,0.956314547
Node2Vec,32,2000,0.577567167,0.370872085,0.957598669
Node2Vec,32,2000,0.571910257,0.361417053,0.954909458
Node2Vec,32,2000,0.583545999,0.378514122,0.955172916
Node2Vec,32,2000,0.58369742,0.371234612,0.958400121
Node2Vec,32,2000,0.577465713,0.363594193,0.955514894
Node2Vec,32,2000,0.585573885,0.375586118,0.957147314
Node2Vec,32,2000,0.580492197,0.370738152,0.954361004
Node2Vec,32,2000,0.578618006,0.366001077,0.959165888
Node2Vec,32,4000,0.576387959,0.291601868,0.963803265
Node2Vec,32,4000,0.577447825,0.292895396,0.963380636
Node2Vec,32,4000,0.572787344,0.298464136,0.96413947
Node2Vec,32,4000,0.568543475,0.292688537,0.962651201
Node2Vec,32,4000,0.582087312,0.293973389,0.963575636
Node2Vec,32,4000,0.579519552,0.295362002,0.965730489
Node2Vec,32,4000,0.572217899,0.294193319,0.963199364
Node2Vec,32,4000,0.579322827,0.297646712,0.964290855
Node2Vec,32,4000,0.573108274,0.293174091,0.962042947
Node2Vec,32,4000,0.570441221,0.295655078,0.964525111
Node2Vec,32,8000,0.565219993,0.225659952,0.964059824
Node2Vec,32,8000,0.568677014,0.226603526,0.964076862
Node2Vec,32,8000,0.564402186,0.228368143,0.964742128
Node2Vec,32,8000,0.558938252,0.226038585,0.963300818
Node2Vec,32,8000,0.573772114,0.228138534,0.96429532
Node2Vec,32,8000,0.569605122,0.227917268,0.965764449
Node2Vec,32,8000,0.564765818,0.226994785,0.964162206
Node2Vec,32,8000,0.572262228,0.230323151,0.965157685
Node2Vec,32,8000,0.566447757,0.228524483,0.963592748
Node2Vec,32,8000,0.56118029,0.229917921,0.964667891
Node2Vec,32,16000,0.568120533,0.174703061,0.966737616
Node2Vec,32,16000,0.571219817,0.174903629,0.966112781
Node2Vec,32,16000,0.569459576,0.175910208,0.967215436
Node2Vec,32,16000,0.563258905,0.174751017,0.966088809
Node2Vec,32,16000,0.576029019,0.176466879,0.966773931
Node2Vec,32,16000,0.570204193,0.175222753,0.967687971
Node2Vec,32,16000,0.567756363,0.174606533,0.966804102
Node2Vec,32,16000,0.573005397,0.177378308,0.967436124
Node2Vec,32,16000,0.568809249,0.176980129,0.966438015
Node2Vec,32,16000,0.564243753,0.175885431,0.967468797
Node2Vec,64,1000,0.455763907,0.425603262,0.925493182
Node2Vec,64,1000,0.450414493,0.425285959,0.922690381
Node2Vec,64,1000,0.453448656,0.430321883,0.924283683
